split_point,aggregation,round,metric,term,count,mean,sample_standard_deviation,p50,p95,p99,min,max,provenance,interpretation
2,round,1,e2e_inference_ms,E2E inference latency,300,84.52059247,10.294805057902426,82.628897,96.73122520000001,131.02450783999998,69.029137,173.202534,measured,descriptive samples; no independent-environment tail guarantee or confidence interval
2,round,1,device_inference_cuda_ms,device-side inference (CUDA Event auxiliary),300,1.8747408044338227,0.39138853855564854,1.770576000213623,2.555014491081238,2.8172008490562437,1.2978880405426025,3.076767921447754,measured,descriptive samples; no independent-environment tail guarantee or confidence interval
2,round,1,remote_roundtrip_ms,activation-ready to CPU logits roundtrip,300,82.36544474,10.260301668250555,80.68772100000001,94.90837574999999,128.50522177999997,67.246915,171.516563,measured,descriptive samples; no independent-environment tail guarantee or confidence interval
2,round,2,device_inference_ms,device-side inference,300,2.0952758566666665,0.40876719552681695,1.9896530000000001,2.8628723000000007,3.107009519999999,1.508379,3.593129,measured,descriptive samples; no independent-environment tail guarantee or confidence interval
2,round,2,e2e_inference_ms,E2E inference latency,300,80.39991443333334,6.515702650454248,79.7343405,89.2097622,102.13751968,68.233558,136.084884,measured,descriptive samples; no independent-environment tail guarantee or confidence interval
2,round,2,device_inference_cuda_ms,device-side inference (CUDA Event auxiliary),300,1.81719167749087,0.37900732046481905,1.700592041015625,2.5192352890968324,2.818587086200714,1.2699840068817139,3.1228160858154297,measured,descriptive samples; no independent-environment tail guarantee or confidence interval
2,round,2,remote_roundtrip_ms,activation-ready to CPU logits roundtrip,300,78.30463857666666,6.469865823632855,77.779461,87.37215745,99.59369217,65.813452,134.262735,measured,descriptive samples; no independent-environment tail guarantee or confidence interval
2,round,3,device_inference_ms,device-side inference,300,2.10608555,0.4102524351009938,1.9870835,2.9082709,3.06085443,1.564517,3.108766,measured,descriptive samples; no independent-environment tail guarantee or confidence interval
2,round,3,e2e_inference_ms,E2E inference latency,300,79.43909834,4.839314267122028,79.529832,87.29611680000001,91.92819865999998,64.147994,97.517918,measured,descriptive samples; no independent-environment tail guarantee or confidence interval
2,round,3,device_inference_cuda_ms,device-side inference (CUDA Event auxiliary),300,1.823043518861135,0.37090657575577923,1.696016013622284,2.5246191382408143,2.647953519821167,1.347648024559021,2.91811203956604,measured,descriptive samples; no independent-environment tail guarantee or confidence interval
2,round,3,remote_roundtrip_ms,activation-ready to CPU logits roundtrip,300,77.33301279,4.8029974938585855,77.32476650000001,84.76711080000001,90.16701137,62.19179,95.529453,measured,descriptive samples; no independent-environment tail guarantee or confidence interval
2,round,4,device_inference_ms,device-side inference,300,2.06204701,0.37885681290656803,1.9836855,2.778473650000001,3.0766921299999996,1.540814,3.506648,measured,descriptive samples; no independent-environment tail guarantee or confidence interval
2,round,4,e2e_inference_ms,E2E inference latency,300,78.09030840333334,6.94150866285475,77.362742,86.31603530000001,98.97888720999994,65.730454,151.317802,measured,descriptive samples; no independent-environment tail guarantee or confidence interval
2,round,4,device_inference_cuda_ms,device-side inference (CUDA Event auxiliary),300,1.7819139206409453,0.3456252814202271,1.701968014240265,2.441391980648041,2.6886179971694943,1.296288013458252,3.040127992630005,measured,descriptive samples; no independent-environment tail guarantee or confidence interval
2,round,4,remote_roundtrip_ms,activation-ready to CPU logits roundtrip,300,76.02826139333334,6.943636284062176,75.15024700000001,84.13345665,97.38853406999995,64.067465,149.288301,measured,descriptive samples; no independent-environment tail guarantee or confidence interval
2,round,5,device_inference_ms,device-side inference,300,2.1120098633333333,0.41291015635330447,2.0081214999999997,2.8791651500000004,3.2262687799999994,1.530822,4.018984,measured,descriptive samples; no independent-environment tail guarantee or confidence interval
2,round,5,e2e_inference_ms,E2E inference latency,300,80.03138869,9.498618360367962,78.8154335,89.65528250000001,113.88397886999994,66.930426,190.482537,measured,descriptive samples; no independent-environment tail guarantee or confidence interval
2,round,5,device_inference_cuda_ms,device-side inference (CUDA Event auxiliary),300,1.8246117337544758,0.3770527608895147,1.7181119918823242,2.550070333480835,2.7987660193443284,1.286911964416504,3.7857279777526855,measured,descriptive samples; no independent-environment tail guarantee or confidence interval
2,round,5,remote_roundtrip_ms,activation-ready to CPU logits roundtrip,300,77.91937882666667,9.423201089410854,76.8002085,87.76791745000001,112.14330602999995,64.93723,186.463553,measured,descriptive samples; no independent-environment tail guarantee or confidence interval
2,round,6,device_inference_ms,device-side inference,300,2.12284794,0.4221964220353142,2.0280055,2.99895355,3.1537103999999996,1.522175,3.319944,measured,descriptive samples; no independent-environment tail guarantee or confidence interval
2,round,6,e2e_inference_ms,E2E inference latency,300,79.50079912333334,11.902998911526486,78.3658055,88.07653985,107.29370786999976,67.784971,203.450104,measured,descriptive samples; no independent-environment tail guarantee or confidence interval
2,round,6,device_inference_cuda_ms,device-side inference (CUDA Event auxiliary),300,1.8436252796649932,0.3829718743659562,1.7421600222587585,2.635833549499512,2.8183923816680907,1.2744959592819214,2.8513600826263428,measured,descriptive samples; no independent-environment tail guarantee or confidence interval
2,round,6,remote_roundtrip_ms,activation-ready to CPU logits roundtrip,300,77.37795118333334,11.869296599883123,76.2873715,86.39560110000001,105.55396235999977,65.09819,201.659753,measured,descriptive samples; no independent-environment tail guarantee or confidence interval
2,round,7,device_inference_ms,device-side inference,300,2.1222538633333334,0.4281070306383103,2.00101,2.928740950000001,3.3844496199999994,1.534009,3.673574,measured,descriptive samples; no independent-environment tail guarantee or confidence interval
2,round,7,e2e_inference_ms,E2E inference latency,300,79.79410296,5.98547046563809,79.5773255,88.8437781,93.82866411999997,68.092246,130.82032,measured,descriptive samples; no independent-environment tail guarantee or confidence interval
2,round,7,device_inference_cuda_ms,device-side inference (CUDA Event auxiliary),300,1.8406766911347707,0.390830438611006,1.7215999960899353,2.5924768924713133,2.9186844468116755,1.2859200239181519,3.452863931655884,measured,descriptive samples; no independent-environment tail guarantee or confidence interval
2,round,7,remote_roundtrip_ms,activation-ready to CPU logits roundtrip,300,77.67184909666666,6.005280276541524,77.3912215,87.02514550000001,91.91769137999998,65.602546,128.107584,measured,descriptive samples; no independent-environment tail guarantee or confidence interval
2,round,8,device_inference_ms,device-side inference,300,2.1163753666666665,0.4471824832928934,1.9977835000000002,2.9266989500000005,3.35500086,1.524137,4.126484,measured,descriptive samples; no independent-environment tail guarantee or confidence interval
2,round,8,e2e_inference_ms,E2E inference latency,300,83.27050891333333,14.54617190428361,80.731899,99.67247995000001,143.3489011799996,65.43271,200.447647,measured,descriptive samples; no independent-environment tail guarantee or confidence interval
2,round,8,device_inference_cuda_ms,device-side inference (CUDA Event auxiliary),300,1.8358846946557363,0.4025941537690961,1.7275519967079163,2.551137506961823,2.9094047594070434,1.2913919687271118,3.457087993621826,measured,descriptive samples; no independent-environment tail guarantee or confidence interval
2,round,8,remote_roundtrip_ms,activation-ready to CPU logits roundtrip,300,81.15413354666667,14.506454788009599,78.604833,97.85126385,141.5437172399996,62.820566,198.648879,measured,descriptive samples; no independent-environment tail guarantee or confidence interval
2,round,9,device_inference_ms,device-side inference,300,2.09087907,0.4193414635042801,1.997774,2.88970795,3.1816406599999993,1.516183,3.433323,measured,descriptive samples; no independent-environment tail guarantee or confidence interval
2,round,9,e2e_inference_ms,E2E inference latency,300,81.23365530666666,7.90090028158583,80.10950700000001,92.58272515,103.93264400000001,68.096372,148.107687,measured,descriptive samples; no independent-environment tail guarantee or confidence interval
2,round,9,device_inference_cuda_ms,device-side inference (CUDA Event auxiliary),300,1.8208430953820547,0.38981270647731875,1.7161920070648193,2.554257655143738,2.9042980051040646,1.2804160118103027,2.989567995071411,measured,descriptive samples; no independent-environment tail guarantee or confidence interval
2,round,9,remote_roundtrip_ms,activation-ready to CPU logits roundtrip,300,79.14277623666666,7.893130455006575,77.919943,90.07350585,100.51505302999999,66.04263,146.374854,measured,descriptive samples; no independent-environment tail guarantee or confidence interval
