fold,run,K,C,model,n,Brier,logloss,true_class_exact_zero,Queue_observed,Queue_predicted,Queue_absolute_error,Service_observed,Service_predicted,Service_absolute_error,On_time_observed,On_time_predicted,On_time_absolute_error
3,62,2,5,B1,3586,0.0008570668406271409,0.007143866232856729,0,0.0,0.0019526359118439965,0.0019526359118439965,0.0002788622420524261,0.003895954011461731,0.0036170917694093047,0.9997211377579476,0.9941514100766942,0.005569727681253411
3,67,2,6,B1,3580,0.0019519597969990937,0.028848189728112608,0,0.0,0.004342812920366477,0.004342812920366477,0.0,0.023605377919888173,0.023605377919888173,1.0,0.9720518091597453,0.027948190840254683
3,72,2,7,B1,3581,0.002913719241496173,0.03534145708723788,0,0.0,0.002567471649355315,0.002567471649355315,0.0,0.03094329946993588,0.03094329946993588,1.0,0.9664892288807087,0.03351077111929135
3,77,2,8,B1,3579,0.002845075522222057,0.03391211372319803,0,0.0,0.002391278997670228,0.002391278997670228,0.0,0.02712310971974059,0.02712310971974059,1.0,0.9704856112825891,0.029514388717410855
3,82,3,1,B1,5379,0.003636366194643676,0.019493429743821202,0,0.002230897936419409,0.008085503284913583,0.005854605348494174,0.00018590816136828406,0.003937982685201944,0.0037520745238336603,0.9975831939022123,0.9879765140298845,0.009606679872327772
3,87,3,2,B1,5384,0.0026321326292759305,0.017818425528753144,0,0.0009286775631500742,0.010018228126746525,0.00908955056359645,0.0003714710252600297,0.0026300840608601893,0.0022586130356001596,0.9986998514115899,0.9873516878123932,0.011348163599196659
3,92,3,3,B1,5379,0.0011342963423314751,0.007574836934068551,0,0.0009295408068414204,0.0024887725674116404,0.00155923176057022,0.00018590816136828406,0.002723191096189127,0.002537282934820843,0.9988845510317903,0.9947880363363992,0.004096514695391074
3,97,3,4,B1,5379,0.0017388224649485101,0.007395698548799726,0,0.0011154489682097045,0.0012529196103853466,0.0001374706421756421,0.0003718163227365681,0.001746029319577512,0.001374212996840944,0.9985127347090538,0.997001051070037,0.0015116836390167698
3,102,3,5,B1,5367,0.001074171148815172,0.009572446829507827,0,0.0,0.0029168823752927743,0.0029168823752927743,0.0001863238308179616,0.005097745867414623,0.004911422036596661,0.999813676169182,0.9919853717572926,0.00782830441188942
3,107,3,6,B1,5351,0.0033309730256947147,0.03339289964382661,0,0.0,0.005541386455787212,0.005541386455787212,0.00037376191366099795,0.02480075306233236,0.024426991148671362,0.999626238086339,0.9696578604818803,0.029968377604458696
3,112,3,7,B1,5351,0.0040162982713292305,0.03641524998639419,0,0.0,0.0029265192791919146,0.0029265192791919146,0.00037376191366099795,0.03114983870654647,0.030776076792885472,0.999626238086339,0.9659236420142616,0.03370259607207737
3,117,3,8,B1,5353,0.0031595209567541567,0.031730504577288855,0,0.0,0.002398084407266209,0.002398084407266209,0.00018681113394358303,0.026926709699281806,0.026739898565338222,0.9998131888660564,0.970675205893452,0.029137982972604393
3,122,4,1,B1,7167,0.009077786016485935,0.02921795367530152,0,0.004743965396958281,0.006735394568567594,0.001991429171609313,0.0002790567880563695,0.0024473443963120133,0.002168287608255644,0.9949769778149854,0.9908172610351204,0.004159716779865041
3,127,4,2,B1,7174,0.004929680935145168,0.019741404944678936,0,0.002927237245609144,0.009664495103557925,0.0067372578579487806,0.0004181767493727349,0.0018742105064389956,0.0014560337570662606,0.9966545860050181,0.9884612943900031,0.00819329161501503
3,132,4,3,B1,7168,0.004731095388750132,0.015731024395200226,0,0.0029296875,0.0025981141935093725,0.0003315733064906275,0.0004185267857142857,0.0023975583955806318,0.0019790316098663462,0.9966517857142857,0.9950043274109099,0.0016474583033757595
3,137,4,4,B1,7165,0.0014956609820445754,0.005743944025222591,0,0.0011165387299371947,0.0015803812342136242,0.00046384250427642954,0.0005582693649685974,0.0016229025259089068,0.0010646331609403094,0.9983251919050942,0.9967967162398773,0.0015284756652168552
3,142,4,5,B1,7106,0.001113443872795564,0.0077016213284618424,0,0.0,0.0024056804994957025,0.0024056804994957025,0.00028145229383619476,0.004087131469057057,0.0038056791752208623,0.9997185477061638,0.9935071880314473,0.006211359674716421
