trace,round,phase,K_before,K_after,fixed,sample,offset_ms,A_lookup,A_fixed,delta_A,ready_queue_lookup,ready_queue_fixed,delta_ready_queue,unfinished_backlog_lookup,unfinished_backlog_fixed,delta_unfinished_backlog,generated_unfinished_lookup,generated_unfinished_fixed,delta_generated_unfinished,due_not_generated_lookup,due_not_generated_fixed,delta_due_not_generated,unfinished_late_count_lookup,unfinished_late_count_fixed,delta_unfinished_late_count,unfinished_late_fraction_lookup,unfinished_late_fraction_fixed,delta_unfinished_late_fraction,unfinished_slack_p10_ms_lookup,unfinished_slack_p10_ms_fixed,delta_unfinished_slack_p10_ms,unfinished_slack_median_ms_lookup,unfinished_slack_median_ms_fixed,delta_unfinished_slack_median_ms
A,5,2,7,6,FIXED_C4,evolution,1,2,3,-1,0,0,0,8,9,-1,8,9,-1,0,0,0,2,3,-1,0.25,0.333333333333333,-0.083333333333333,-1.00000066666667,-1.00000066666667,0,32.3333333333333,32.3333333333333,0
A,5,2,7,6,FIXED_C2,evolution,5,2,2,0,0,0,0,8,8,0,8,8,0,0,0,0,2,2,0,0.25,0.25,0,-5.00000066666667,-5.00000066666667,0,28.3333333333333,28.3333333333333,0
A,5,2,7,6,FIXED_C4,evolution,5,2,3,-1,0,0,0,8,9,-1,8,9,-1,0,0,0,2,3,-1,0.25,0.333333333333333,-0.083333333333333,-5.00000066666667,-5.00000066666667,0,28.3333333333333,28.3333333333333,0
A,5,2,7,6,FIXED_C2,evolution,10,0,0,0,0,0,0,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,23.3333333333333,23.3333333333333,0,23.3333333333333,23.3333333333333,0
A,5,2,7,6,FIXED_C4,evolution,10,0,0,0,0,0,0,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,23.3333333333333,23.3333333333333,0,23.3333333333333,23.3333333333333,0
A,5,2,7,6,FIXED_C2,evolution,20,2,2,0,3,3,0,5,5,0,5,5,0,0,0,0,0,0,0,0,0,0,13.3333333333333,13.3333333333333,0,13.3333333333333,13.3333333333333,0
A,5,2,7,6,FIXED_C4,evolution,20,2,4,-2,3,2,1,5,6,-1,5,6,-1,0,0,0,0,0,0,0,0,0,13.3333333333333,13.3333333333333,0,13.3333333333333,13.3333333333333,0
A,5,2,7,6,FIXED_C2,evolution,50,2,2,0,4,3,1,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,16.6666663333333,16.6666663333333,0,16.6666663333333,16.6666663333333,0
A,5,2,7,6,FIXED_C4,evolution,50,2,4,-2,4,2,2,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,16.6666663333333,16.6666663333333,0,16.6666663333333,16.6666663333333,0
A,5,2,7,6,FIXED_C2,evolution,100,2,2,0,0,0,0,8,8,0,2,2,0,6,6,0,2,2,0,0.25,0.25,0,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
A,5,2,7,6,FIXED_C4,evolution,100,2,2,0,0,0,0,8,8,0,2,2,0,6,6,0,2,2,0,0.25,0.25,0,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
A,5,2,7,6,FIXED_C2,evolution,500,2,2,0,0,0,0,8,8,0,2,2,0,6,6,0,2,2,0,0.25,0.25,0,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
A,5,2,7,6,FIXED_C4,evolution,500,2,2,0,0,0,0,8,8,0,2,2,0,6,6,0,2,2,0,0.25,0.25,0,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
A,5,2,7,6,FIXED_C2,evolution,1000,2,2,0,0,0,0,8,8,0,2,2,0,6,6,0,2,2,0,0.25,0.25,0,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
A,5,2,7,6,FIXED_C4,evolution,1000,2,2,0,0,0,0,8,8,0,2,2,0,6,6,0,2,2,0,0.25,0.25,0,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
A,5,3,6,7,FIXED_C2,evolution,1,2,1,1,0,0,0,9,8,1,9,8,1,0,0,0,2,1,1,0.222222222222222,0.125,0.097222222222222,-1.00000066666667,22.3333331333333,-23.3333338,32.3333333333333,32.3333333333333,0
A,5,3,6,7,FIXED_C4,evolution,1,2,2,0,0,0,0,9,9,0,9,9,0,0,0,0,2,2,0,0.222222222222222,0.222222222222222,0,-1.00000066666667,-1.00000066666667,0,32.3333333333333,32.3333333333333,0
A,5,3,6,7,FIXED_C2,evolution,5,0,0,0,0,0,0,7,7,0,7,7,0,0,0,0,0,0,0,0,0,0,28.3333333333333,28.3333333333333,0,28.3333333333333,28.3333333333333,0
A,5,3,6,7,FIXED_C4,evolution,5,0,1,-1,0,0,0,7,8,-1,7,8,-1,0,0,0,0,1,-1,0,0.125,-0.125,28.3333333333333,18.3333331333333,10.0000002,28.3333333333333,28.3333333333333,0
A,5,3,6,7,FIXED_C2,evolution,10,0,0,0,0,0,0,7,7,0,7,7,0,0,0,0,0,0,0,0,0,0,23.3333333333333,23.3333333333333,0,23.3333333333333,23.3333333333333,0
A,5,3,6,7,FIXED_C4,evolution,10,0,0,0,0,0,0,7,7,0,7,7,0,0,0,0,0,0,0,0,0,0,23.3333333333333,23.3333333333333,0,23.3333333333333,23.3333333333333,0
A,5,3,6,7,FIXED_C2,evolution,20,4,2,2,2,5,-3,6,7,-1,6,7,-1,0,0,0,0,0,0,0,0,0,13.3333333333333,13.3333333333333,0,13.3333333333333,13.3333333333333,0
A,5,3,6,7,FIXED_C4,evolution,20,4,4,0,2,3,-1,6,7,-1,6,7,-1,0,0,0,0,0,0,0,0,0,13.3333333333333,13.3333333333333,0,13.3333333333333,13.3333333333333,0
A,5,3,6,7,FIXED_C2,evolution,50,4,2,2,1,5,-4,7,7,0,7,7,0,0,0,0,0,0,0,0,0,0,16.6666663333333,16.6666663333333,0,16.6666663333333,16.6666663333333,0
A,5,3,6,7,FIXED_C4,evolution,50,4,4,0,1,3,-2,7,7,0,7,7,0,0,0,0,0,0,0,0,0,0,16.6666663333333,16.6666663333333,0,16.6666663333333,16.6666663333333,0
A,5,3,6,7,FIXED_C2,evolution,100,3,2,1,0,1,-1,10,10,0,3,3,0,7,7,0,3,3,0,0.3,0.3,0,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
A,5,3,6,7,FIXED_C4,evolution,100,3,3,0,0,0,0,10,10,0,3,3,0,7,7,0,3,3,0,0.3,0.3,0,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
A,5,3,6,7,FIXED_C2,evolution,500,2,2,0,0,1,-1,9,10,-1,2,3,-1,7,7,0,2,3,-1,0.222222222222222,0.3,-0.077777777777778,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
A,5,3,6,7,FIXED_C4,evolution,500,2,3,-1,0,0,0,9,10,-1,2,3,-1,7,7,0,2,3,-1,0.222222222222222,0.3,-0.077777777777778,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
A,5,3,6,7,FIXED_C2,evolution,1000,4,2,2,2,1,1,13,10,3,6,3,3,7,7,0,6,3,3,0.461538461538462,0.3,0.161538461538462,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
A,5,3,6,7,FIXED_C4,evolution,1000,4,3,1,2,0,2,13,10,3,6,3,3,7,7,0,6,3,3,0.461538461538462,0.3,0.161538461538462,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
B,5,1,7,6,FIXED_C2,evolution,1,3,2,1,0,18,-18,9,26,-17,9,26,-17,0,0,0,3,20,-17,0.333333333333333,0.769230769230769,-0.435897435897436,-1.00000066666667,-67.6666666666667,66.666666,32.3333333333333,-17.6666671666667,50.0000005
B,5,1,7,6,FIXED_C4,evolution,1,3,4,-1,0,0,0,9,10,-1,9,10,-1,0,0,0,3,4,-1,0.333333333333333,0.4,-0.066666666666667,-1.00000066666667,-1.00000066666667,0,32.3333333333333,32.3333333333333,0
B,5,1,7,6,FIXED_C2,evolution,5,3,2,1,0,17,-17,9,25,-16,9,25,-16,0,0,0,3,19,-16,0.333333333333333,0.76,-0.426666666666667,-5.00000066666667,-71.6666666666667,66.666666,28.3333333333333,-5.00000066666667,33.333334
B,5,1,7,6,FIXED_C4,evolution,5,3,3,0,0,0,0,9,9,0,9,9,0,0,0,0,3,3,0,0.333333333333333,0.333333333333333,0,-5.00000066666667,-5.00000066666667,0,28.3333333333333,28.3333333333333,0
B,5,1,7,6,FIXED_C2,evolution,10,0,2,-2,0,16,-16,6,24,-18,6,24,-18,0,0,0,0,18,-18,0,0.75,-0.75,23.3333333333333,-76.6666666666667,100,23.3333333333333,-10.0000006666667,33.333334
B,5,1,7,6,FIXED_C4,evolution,10,0,1,-1,0,0,0,6,7,-1,6,7,-1,0,0,0,0,1,-1,0,0.142857142857143,-0.142857142857143,23.3333333333333,9.99999973333333,13.3333336,23.3333333333333,23.3333333333333,0
B,5,1,7,6,FIXED_C2,evolution,20,2,2,0,3,20,-17,5,22,-17,5,22,-17,0,0,0,0,16,-16,0,0.727272727272727,-0.727272727272727,13.3333333333333,-53.3333336666667,66.666667,13.3333333333333,-20.0000006666667,33.333334
B,5,1,7,6,FIXED_C4,evolution,20,2,4,-2,3,2,1,5,6,-1,5,6,-1,0,0,0,0,0,0,0,0,0,13.3333333333333,13.3333333333333,0,13.3333333333333,13.3333333333333,0
B,5,1,7,6,FIXED_C2,evolution,50,2,2,0,4,19,-15,6,21,-15,6,21,-15,0,0,0,0,15,-15,0,0.714285714285714,-0.714285714285714,16.6666663333333,-50.0000006666667,66.666667,16.6666663333333,-16.6666666666667,33.333333
B,5,1,7,6,FIXED_C4,evolution,50,2,4,-2,4,2,2,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,16.6666663333333,16.6666663333333,0,16.6666663333333,16.6666663333333,0
B,5,1,7,6,FIXED_C2,evolution,100,2,2,0,0,13,-13,8,21,-13,2,15,-13,6,6,0,2,15,-13,0.25,0.714285714285714,-0.464285714285714,-6.66666666666667e-07,-66.6666666666667,66.666666,33.3333333333333,-6.66666666666667e-07,33.333334
B,5,1,7,6,FIXED_C4,evolution,100,2,2,0,0,0,0,8,8,0,2,2,0,6,6,0,2,2,0,0.25,0.25,0,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
B,5,1,7,6,FIXED_C2,evolution,500,2,1,1,0,0,0,8,7,1,2,1,1,6,6,0,2,1,1,0.25,0.142857142857143,0.107142857142857,-6.66666666666667e-07,19.9999997333333,-20.0000004,33.3333333333333,33.3333333333333,0
B,5,1,7,6,FIXED_C4,evolution,500,2,2,0,0,0,0,8,8,0,2,2,0,6,6,0,2,2,0,0.25,0.25,0,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
B,5,1,7,6,FIXED_C2,evolution,1000,2,2,0,0,0,0,8,8,0,2,2,0,6,6,0,2,2,0,0.25,0.25,0,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
B,5,1,7,6,FIXED_C4,evolution,1000,2,2,0,0,0,0,8,8,0,2,2,0,6,6,0,2,2,0,0.25,0.25,0,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
B,5,2,6,7,FIXED_C2,evolution,1,2,2,0,0,0,0,9,9,0,9,9,0,0,0,0,2,2,0,0.222222222222222,0.222222222222222,0,-1.00000066666667,-1.00000066666667,0,32.3333333333333,32.3333333333333,0
B,5,2,6,7,FIXED_C4,evolution,1,2,2,0,0,0,0,9,9,0,9,9,0,0,0,0,2,2,0,0.222222222222222,0.222222222222222,0,-1.00000066666667,-1.00000066666667,0,32.3333333333333,32.3333333333333,0
B,5,2,6,7,FIXED_C2,evolution,5,2,0,2,0,0,0,9,7,2,9,7,2,0,0,0,2,0,2,0.222222222222222,0,0.222222222222222,-5.00000066666667,28.3333333333333,-33.333334,28.3333333333333,28.3333333333333,0
B,5,2,6,7,FIXED_C4,evolution,5,2,0,2,0,0,0,9,7,2,9,7,2,0,0,0,2,0,2,0.222222222222222,0,0.222222222222222,-5.00000066666667,28.3333333333333,-33.333334,28.3333333333333,28.3333333333333,0
B,5,2,6,7,FIXED_C2,evolution,10,0,0,0,0,0,0,7,7,0,7,7,0,0,0,0,0,0,0,0,0,0,23.3333333333333,23.3333333333333,0,23.3333333333333,23.3333333333333,0
B,5,2,6,7,FIXED_C4,evolution,10,0,0,0,0,0,0,7,7,0,7,7,0,0,0,0,0,0,0,0,0,0,23.3333333333333,23.3333333333333,0,23.3333333333333,23.3333333333333,0
B,5,2,6,7,FIXED_C2,evolution,20,4,2,2,3,5,-2,7,7,0,7,7,0,0,0,0,0,0,0,0,0,0,13.3333333333333,13.3333333333333,0,13.3333333333333,13.3333333333333,0
B,5,2,6,7,FIXED_C4,evolution,20,4,4,0,3,2,1,7,7,0,7,7,0,0,0,0,0,0,0,0,0,0,13.3333333333333,13.3333333333333,0,13.3333333333333,13.3333333333333,0
B,5,2,6,7,FIXED_C2,evolution,50,3,2,1,0,5,-5,7,7,0,7,7,0,0,0,0,0,0,0,0,0,0,16.6666663333333,16.6666663333333,0,16.6666663333333,16.6666663333333,0
B,5,2,6,7,FIXED_C4,evolution,50,3,4,-1,0,3,-3,7,7,0,7,7,0,0,0,0,0,0,0,0,0,0,16.6666663333333,16.6666663333333,0,16.6666663333333,16.6666663333333,0
B,5,2,6,7,FIXED_C2,evolution,100,4,2,2,0,1,-1,11,10,1,4,3,1,7,7,0,4,3,1,0.363636363636364,0.3,0.063636363636364,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
B,5,2,6,7,FIXED_C4,evolution,100,4,3,1,0,0,0,11,10,1,4,3,1,7,7,0,4,3,1,0.363636363636364,0.3,0.063636363636364,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
B,5,2,6,7,FIXED_C2,evolution,500,2,2,0,0,1,-1,9,10,-1,2,3,-1,7,7,0,2,3,-1,0.222222222222222,0.3,-0.077777777777778,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
B,5,2,6,7,FIXED_C4,evolution,500,2,4,-2,0,3,-3,9,14,-5,2,7,-5,7,7,0,2,7,-5,0.222222222222222,0.5,-0.277777777777778,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,16.6666663333333,16.666667
B,5,2,6,7,FIXED_C2,evolution,1000,3,2,1,0,1,-1,10,10,0,3,3,0,7,7,0,3,3,0,0.3,0.3,0,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
B,5,2,6,7,FIXED_C4,evolution,1000,3,3,0,0,0,0,10,10,0,3,3,0,7,7,0,3,3,0,0.3,0.3,0,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
B,5,3,7,6,FIXED_C2,evolution,1,2,2,0,1,1,0,9,9,0,9,9,0,0,0,0,3,3,0,0.333333333333333,0.333333333333333,0,-1.00000066666667,-1.00000066666667,0,32.3333333333333,32.3333333333333,0
B,5,3,7,6,FIXED_C4,evolution,1,2,3,-1,1,0,1,9,9,0,9,9,0,0,0,0,3,3,0,0.333333333333333,0.333333333333333,0,-1.00000066666667,-1.00000066666667,0,32.3333333333333,32.3333333333333,0
B,5,3,7,6,FIXED_C2,evolution,5,2,1,1,0,0,0,8,7,1,8,7,1,0,0,0,2,1,1,0.25,0.142857142857143,0.107142857142857,-5.00000066666667,14.9999997333333,-20.0000004,28.3333333333333,28.3333333333333,0
B,5,3,7,6,FIXED_C4,evolution,5,2,3,-1,0,0,0,8,9,-1,8,9,-1,0,0,0,2,3,-1,0.25,0.333333333333333,-0.083333333333333,-5.00000066666667,-5.00000066666667,0,28.3333333333333,28.3333333333333,0
B,5,3,7,6,FIXED_C2,evolution,10,1,0,1,0,0,0,7,6,1,7,6,1,0,0,0,1,0,1,0.142857142857143,0,0.142857142857143,9.99999973333333,23.3333333333333,-13.3333336,23.3333333333333,23.3333333333333,0
B,5,3,7,6,FIXED_C4,evolution,10,1,2,-1,0,0,0,7,6,1,7,6,1,0,0,0,1,0,1,0.142857142857143,0,0.142857142857143,9.99999973333333,23.3333333333333,-13.3333336,23.3333333333333,23.3333333333333,0
B,5,3,7,6,FIXED_C2,evolution,20,2,2,0,4,3,1,6,5,1,6,5,1,0,0,0,0,0,0,0,0,0,13.3333333333333,13.3333333333333,0,13.3333333333333,13.3333333333333,0
B,5,3,7,6,FIXED_C4,evolution,20,2,4,-2,4,2,2,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,13.3333333333333,13.3333333333333,0,13.3333333333333,13.3333333333333,0
B,5,3,7,6,FIXED_C2,evolution,50,2,2,0,4,4,0,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,16.6666663333333,16.6666663333333,0,16.6666663333333,16.6666663333333,0
B,5,3,7,6,FIXED_C4,evolution,50,2,4,-2,4,2,2,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,16.6666663333333,16.6666663333333,0,16.6666663333333,16.6666663333333,0
B,5,3,7,6,FIXED_C2,evolution,100,2,2,0,0,0,0,8,8,0,2,2,0,6,6,0,2,2,0,0.25,0.25,0,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
B,5,3,7,6,FIXED_C4,evolution,100,2,2,0,0,0,0,8,8,0,2,2,0,6,6,0,2,2,0,0.25,0.25,0,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
B,5,3,7,6,FIXED_C2,evolution,500,2,2,0,0,0,0,8,8,0,2,2,0,6,6,0,2,2,0,0.25,0.25,0,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
B,5,3,7,6,FIXED_C4,evolution,500,2,2,0,0,0,0,8,8,0,2,2,0,6,6,0,2,2,0,0.25,0.25,0,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
B,5,3,7,6,FIXED_C2,evolution,1000,2,2,0,0,0,0,8,8,0,2,2,0,6,6,0,2,2,0,0.25,0.25,0,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
B,5,3,7,6,FIXED_C4,evolution,1000,2,2,0,0,0,0,8,8,0,2,2,0,6,6,0,2,2,0,0.25,0.25,0,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
